Sample_ID,TTC9B,C4orf3,ING5,GNG7,LIN9,RNF167,TCF7,EN2,MAPKAPK3,AHSG,LSM10,DAD1,UAP1L1,PDCD1,REN,ITGB6,RFTN1,ATP5F1C,LRP8,DUSP1,CNIH3,DDX60L,HPS1,IL33,HCFC1R1,STXBP2,UGT2B15,TMEM184C,ATN1,TMEM119,FREM1,AADAC,L3MBTL2,RFLNA,BRCA2,ACTL7B,MRPS6,ZC3H3,POP4,TPO,PCDHA7,COG2,BRICD5,ATXN3L,PYROXD2,GPR68,PKD2L1,ROBO4,ZNF197,TTC1,FAM118A,COL7A1,ZNF10,PGPEP1,SIGIRR,FAM187B,CRIP2,ANXA13,ELOC,RNF148,TNPO1,CCR6,MFSD10,NME8,TCF12,PDCD10,RUNDC3A,MAP3K19,AATF,HOXD8,C1QTNF5,SCGB2A1,HLA-DRB5,TDRD1,ZXDC,STK19,ISX,ARSF,CPEB4,CCR9,DRD2,SLC25A33,NEDD8,SIPA1L1,CTNND2,PCBP4,KANSL3,RCCD1,FABP6,MOB1A,NEUROD4,MAGEB6,ADSL,PDE4D,C11orf49,ENOSF1,AKAP8,FAM199X,FBXL16,MANSC1
ACH-000535,0.10145152148574,0.134276881496269,0.182196318537323,0.022386530837561,-0.441369126287932,0.004109341134097,-0.371175872102988,-0.040023291524233,-0.001273924195485,0.114658327896498,-0.782079505168807,-2.00126236854585,-0.118726602375826,-0.006842132353676,-0.077372535671704,-0.090890968035135,-0.002278234468776,-0.756902292304305,-0.107422256707931,0.136683873705452,0.074007139502001,0.126698265659687,-0.049093843113125,0.133242988457324,-0.330348953377753,-0.177772907077251,-0.082102659189092,0.117855313154918,-0.07418240163826,-0.002360926054241,0.125282608847565,0.071381921017247,0.029126130978755,-0.107061816248124,-0.326784661546668,-0.02948119886613,-0.434341960918386,-0.437656787175947,-0.736112559585822,0.043235321544631,-0.086398915835457,-0.567698465905481,0.00668855819246,0.171711423497808,0.011574182774544,-0.155740924573056,-0.041587817745363,0.036736529391332,0.052407940036237,-0.663732211231645,0.075206950654504,-0.066506912282039,-0.150192518824993,-0.298736702726728,-0.054400017936528,0.134527373454299,0.0585480570482,-0.078526037658671,-1.16912580558551,0.065712210179317,-0.480809038865815,0.085169703740625,0.077364627248541,-0.02194072555644,0.233089508381121,0.331473080833591,-0.075255030197916,-0.157084093981328,-0.791823917079868,0.047102768879821,-0.096562314187276,-0.321464912108806,0.021383475004953,0.052780216770629,-0.095767162880941,-0.039802507639033,0.184001433129176,0.056713147535229,0.051241384096792,0.086142224657307,0.057477996286441,-0.297688367587115,-1.46776909905258,0.10141555683043,0.06745061414026,0.039411048498473,-1.32323972740914,0.028609302590053,-0.021178508445279,0.138328658308736,0.059133425575945,0.088066814867941,-0.374453039422815,-0.08282401736685,0.088375833852983,0.100995707805268,-0.088579300593467,0.144095630639671,0.1148662848322,-0.03676878666763
ACH-001402,-0.167511564057668,0.18323069838794,-0.052358606972367,-0.045691600070197,-0.559911353343407,-0.065898544127262,-0.281276581352553,0.067431545571965,0.024845262233166,0.079566936658086,-0.565091719922234,-1.69872692463797,-0.041667860534291,0.006724754921948,0.021020793076585,-0.043788505690886,-0.189732592664919,-1.20503225600634,-0.077232571379277,-0.132905136909371,0.174891780806747,0.090765359970761,-0.073550124400834,0.126177818628989,-0.354473579928792,-0.089246593857,0.141733633871554,0.151095435717952,-0.15276568929096,-0.326487186975806,0.089139876341252,-0.008225928663028,-0.127194243372313,-0.15783189949392,-0.277629589314162,-0.093532989648109,-0.901031878566709,-0.296436955238139,-0.686627227735588,0.08658634808202,-0.13368058430611,-0.382296860727726,-0.007521947085596,0.087197453408894,0.050425693410756,-0.162997947318461,-0.080978811031413,0.122003840414304,0.03466854955366,-0.845050469786493,0.030562325984716,-0.041618306514438,-0.24546859039089,-0.258529853777785,0.055472537875539,0.004959191385027,0.099712237183042,-0.115307797494386,-1.40827880179011,0.022261656449505,-0.134156282354415,0.001498220903741,0.045640460649735,-0.034695041482437,0.003366184982376,0.220412446698763,-0.140015773833207,-0.173360308344097,-0.947692387308059,0.123196948899497,0.002502793224536,-0.134199806214164,0.228797272083174,-0.005288120050008,-0.031985750437792,-0.024600467488912,-0.10450050980074,-0.027306304505978,0.047441650715413,0.02335079525981,0.096104244932942,-0.364086026353424,-1.63552798219862,0.080637767348871,-0.237444428695556,-0.147294555533012,-0.782357678171461,0.125082207870258,-0.060333357841506,-0.015818354392187,0.047538864804677,-0.107816455363579,-1.27470632750381,-0.087514853401611,0.211878978606658,0.151726494587437,-0.044753097867325,-0.122019780388401,-0.109011375459659,-0.213630751881318
ACH-000862,-0.028182238288694,0.113388732168364,0.005140896541328,0.118290098239996,-0.698102939459847,0.034052661000194,-0.289619453179381,-0.19358450506206,0.023286323132385,-0.028436611682925,-0.337491604882794,-1.93615466627005,0.166180152275391,-0.00691727824881,-0.106589076249514,-0.097609633673028,0.002434822801733,-0.860319941817158,-0.267099376244342,0.021492982307311,0.040142963343553,0.065324085168137,-0.198981998116797,0.109922948916509,-0.250873617274969,-0.090745335557972,-0.06687104390963,-0.30552735379788,0.008654164520527,-0.04746722103279,0.099928145095811,0.132448307054884,-0.028334040433762,-0.26392547060384,-0.69254756337951,-0.219275082234339,-0.571282182257907,-0.19310414204746,-0.663126034939653,-0.098983561420576,-0.063803290605412,-0.47674831079075,0.018669040709633,0.199520090319132,-0.02593491789909,-0.09584319391475,-0.135239218975093,0.138194448240191,0.028367549999745,-0.947636681081928,0.019619863488733,-0.11424212907264,0.030197261285584,-0.330904143001392,0.114064024501804,-0.013123171141104,0.181634746078102,-0.18895085925878,-0.950383259490557,-0.012178683217465,-0.426801091681707,0.128728948156729,0.066978868576384,-0.245121035948573,0.071400983313501,0.136644959263855,-0.078695094534322,-0.248778569747988,-1.04383608737189,-0.032032714370479,-0.157593796236534,-0.211347009816405,0.038954353404467,-0.049931149912163,-0.024182911212266,-0.055361372490603,0.183802672505339,0.14728052529825,0.080796314479606,0.083286753617862,0.037201614330821,-0.188905418625778,-1.4073605501068,-0.089435167775244,-0.016187205130292,-0.315826186679298,-1.00532116402744,0.084072689444278,-0.002562294784547,-0.164977360592043,0.091512618350704,-0.014411078657357,-0.264480101948329,-0.044790684886586,0.040799017308613,0.166075759517589,0.069310318666603,0.062641878514297,-0.063617238601487,-0.14031228023605
ACH-000545,0.039960699796968,0.047492995199016,0.215912743428239,-0.09047163326638,-0.422894059172792,0.145970489976993,-0.198711806038406,-0.024076993368327,0.15388365897866,0.122161642619983,-0.649150268281745,-2.03656535934316,-0.042333972749294,0.158871396722537,-0.055611417114862,-0.065183740478159,0.080666024386128,-0.444361917627524,-0.121869983643203,-0.037070973311173,0.049259594798565,0.128859775210436,-0.145199712390804,0.036375564844274,-0.177927659906227,0.008501900693201,-0.146974433650049,-0.085716371588192,-0.110825647565329,-0.072156621827858,-0.049212305484791,0.115734671890198,0.048795268293204,0.121567958920336,-0.308595333408705,0.243217104397377,-0.724992125946601,-0.255804364129967,-1.11355805923534,-0.031712100015873,-0.061858820944445,-0.376913943167519,-0.112241513679712,0.189208868613929,0.035708484360701,-0.041727170874301,0.038161105621388,0.137751340607524,0.148941115638005,-0.862535830433839,0.06084356733771,-0.125014409764732,0.071755709568876,-0.295898789182084,0.098760399550654,0.086219381196757,0.108145089289734,-0.126668990798364,-1.33123541922868,-0.014673430523407,-0.458027374927543,0.127121527598425,-0.034778736480399,-0.071539576203668,-0.020883994366669,0.359471056003432,0.02816771694445,-0.217934480931723,-0.898698162427522,-0.024837218624135,-0.126014065336285,-0.325591076287863,0.122932780571545,0.031489155461095,-0.201851554852842,0.02358013970143,0.110379543165084,0.127864726227784,0.063096339166375,0.061264178467732,-0.001854984355348,-0.180094464573134,-1.2920553011375,0.071380345759519,0.058578421457628,-0.017675163350267,-1.18763518327734,0.049007799719774,0.053563637931638,-0.113191759337382,0.065281275481407,0.058720692973371,-0.562301063543337,-0.173255321128391,0.003677085671197,0.197635685550407,-0.082006749084804,-0.037253268707351,0.042242865692742,0.008529678962776
ACH-000851,0.051125395816085,0.029569868302905,0.163771054717774,-0.005692166318663,-0.806036949402789,-0.112389246583437,-0.400516281781779,-0.077113769080195,0.118069695319373,0.09074777364369,-0.445244492649626,-2.10720505383726,0.01054028207527,0.120581640809217,0.121002435174672,-0.094449632400782,0.051503654591159,-0.924723640372828,-0.235193937215199,0.088581004988613,0.085329240590696,0.071391906293996,-0.119361220534716,0.181385598398563,-0.229405780650685,-0.018461241984328,-0.086904304996651,-0.06058156753412,-0.11315662118542,-0.153515492385743,-0.027776066816392,0.139056843730728,0.123221271529139,-0.278661079174965,-0.304828755838417,0.175244605693739,-0.582997755527311,-0.191564384538595,-0.697786659506077,0.081729660983997,-0.079959961533539,-0.325875023475062,-0.040113159707924,0.169200814408625,-0.086473660564141,-0.097041081973214,-0.1036426252542,0.026880124381567,0.074493175584587,-1.04707763375601,0.203832471144177,-0.052552094211523,-0.07536604115044,-0.416318818288381,0.048101936440226,-0.103480873904328,-0.08995524565933,0.068956928409864,-1.09360798549028,0.046321488627872,-0.227044275784561,0.128559725883963,-0.084591198346734,0.079998646519722,0.029834467881442,-0.077663512822003,-0.093175383960199,0.060403210263484,-0.770001640756959,0.041471483998137,-0.101912618541952,-0.082394626800877,0.104427459361801,-0.034553311966818,0.127518451715955,0.005873557588442,-0.040325152362418,0.086758348244303,0.033948180298995,0.024870908760917,-0.011948752863317,-0.298115522075685,-1.64638797138982,0.092022605750559,0.096167577579984,0.041953745964931,-1.29657477429073,0.178917403508579,-0.019488911148673,0.046671558203815,0.000482213899452,-0.132928976683363,-1.17648083790731,-0.145691655206739,-0.17210636127102,0.051419090924718,-0.016330085546697,0.121448884511165,-0.274707307114521,-0.074656609914092
ACH-000485,-0.10694509658056,-0.149588638118341,-0.017314294768505,-0.056067157480804,-0.398936444364855,0.04654799655092,-0.14552089229478,0.02998114486134,-0.106364682374641,-0.075637918257224,-1.04145066124331,-1.92905176113834,-0.104009048824591,0.044922266959839,-0.08355608829157,-0.00933819928013,-0.219032156674872,-0.524608850959222,-0.07384830240731,0.019740653504189,0.150562436329047,0.112782773275915,-0.16558828211201,0.282031915713528,-0.307686508428093,-0.040718099626443,0.141372850716479,-0.12080755642232,-0.084428853928264,-0.169060622977289,-0.012747246054216,0.139560306090258,0.150978399964855,-0.303686466694149,-0.225949536447517,-0.069121529264448,-0.25986406684556,-0.28327334594543,-0.851757564065456,-0.041833164744751,-0.081615044869877,-0.344084487699178,-0.113067908851834,0.189215148025703,-0.103233846509051,0.016838663074896,-0.116566256131784,-0.055036804620289,0.035694248535263,-0.822616592800205,0.099979277100472,-0.049029550315262,-0.182944200614151,-0.25993981920968,0.026714933725306,0.015556424541583,-0.089188379906866,-0.416838860388499,-1.15725950271382,0.111327785598689,-0.08914009644045,0.074958234441067,-0.08929025908865,0.041412623613523,0.104480157022376,-0.062014686630753,-0.002832453082347,0.006986398583557,-0.980978659236672,-0.131610617079245,0.018772095293311,-0.125780267490118,0.004166391542742,-0.012964908142711,-0.079789034552284,0.0713006095523,0.099604375877224,0.139586853736366,0.016007159883137,0.133339711240074,-0.068291495788124,-0.034754609827856,-1.41705228568594,0.090205433933414,-0.018618988714063,-0.016899903326558,-0.442034893363539,0.120640157089845,0.119148108503272,-0.027979743732416,0.057666548874966,0.017959096474297,-0.894207550420939,0.164066144796434,-0.163158062542066,0.122681026074548,0.065268991848893,0.109533414942347,-0.038176317298974,0.020184159951632
ACH-002459,-0.078173595980607,0.095239047077688,-0.030895267635415,-0.054595509527016,-0.662889484206751,0.017874687952556,-0.370262317446826,-0.107206907817544,0.064868535629705,0.116015583854135,-0.729942240911303,-2.20250766960461,-0.006709747790343,-0.018103705630064,-0.057487130958343,0.154515725844926,0.117498361297202,-0.797916180598747,0.039286084996769,0.052077727568664,0.105197670227405,0.0260919703291,-0.115993389962289,0.224323386123513,-0.701802777096741,-0.027691845180128,-0.088412490979117,-0.149944967288313,-0.276688670695387,-0.141626981647708,-0.053707783017196,-0.071505628912075,-0.166549669316126,-0.015822652473722,-0.45501382939615,-0.005500686792107,-0.398549094889063,-0.560489435134481,-0.781428808188161,0.134072614711205,-0.106227029178853,-0.115005065318295,-0.171848912865503,0.114783722285463,0.029945579234033,0.209269285281599,-0.104192082917544,0.042800685391615,-0.028951288138714,-0.409909125286329,-0.093015011389457,-0.079197456024074,-0.185645179612444,-0.286948238679586,0.112862432718221,0.068184058961554,0.044580028730727,0.033141599183597,-0.812834785678264,0.075759097197948,-0.087167718596862,0.035994597991374,-0.074959234576286,-0.084692158632353,0.05921856445005,0.253223825478129,-0.163950172163161,-0.205127796871489,-1.11789246532898,0.15142877629208,-0.021251500213965,-0.118649572606407,0.16317899238252,0.110776753687729,-0.036427922237654,0.008929953761852,0.146472070494938,0.302576213551105,-0.05459570365614,0.142385088260951,0.076325802564671,-0.288850448256926,-1.80428537395798,-0.047834063799354,-0.0694513801685,-0.078495470475502,-1.31174398850108,-0.037644886062175,0.039868102316778,-0.130738020102269,0.012684806455821,-0.049952199700537,-0.734564717511939,-0.047204256458254,0.064366819703189,0.138244367774184,0.033804896106431,0.037368149156912,-0.298673314025503,-0.030673793559584
ACH-001511,0.077152769411417,-0.117279789046317,0.023040643878031,0.253769281368115,-0.330691044403623,0.106547730755725,-0.437136612152308,0.13157927841955,0.024995804088655,-0.008745214492454,-0.768901855509468,-1.91373304209501,0.038680461795577,-0.038695885014899,-0.06709295530201,0.058744543377489,0.01180096474766,-0.349301536405037,-0.25197841380686,0.021599282988542,-0.079748436629373,0.115706231240721,-0.049633561177831,0.152803307827306,-0.298852440265735,-0.081628109446677,0.08983208603443,-0.042136866817496,-0.134345174849963,-0.159703414092474,0.041379234258175,0.217001670485797,0.028103212340742,-0.074895052639631,-0.168189304351234,0.204438084812286,-0.081608519241344,-0.306530220971201,-1.13517150450267,0.079247125246953,-0.298004109484079,-0.389261536595392,0.138723998082138,0.216013543302191,0.027791800577184,0.116804998644299,0.011413846190931,-0.045787936817459,-0.128794473465066,-1.1064956167482,-0.110938160510359,-0.041719011764104,0.039478221336712,-0.469621456876859,0.051574601547942,-0.042052718143829,-0.009401279198173,-0.22123178852594,-0.904574645003171,0.063466108512628,-0.28589071243904,-0.019774423784374,-0.011762424473549,-0.074035720501483,0.167335443324944,0.139023676075859,0.033241430575816,0.029979486746138,-1.3075784884664,0.135562238622063,-0.304756541239121,-0.260652748231615,0.226498230969721,-0.00758357948039,-0.052902862644422,-0.010585531577243,-0.018848525722479,0.027945166963373,0.129152530972901,-0.02478637140913,-0.035689259828916,-0.232197542759547,-1.77674952019468,-0.01032269949799,0.033235092782656,0.041108121673002,-0.550620258806657,0.054977622022132,0.012792149332448,-0.050658569983629,0.100952372083355,-0.032866645900861,-0.105625681393016,0.167980908139935,-0.065181875376252,0.312302302584385,0.093482074432652,-0.036226963293994,0.079581730607322,-0.23678496825788
ACH-001151,0.001166439875097,0.098536532185203,0.002867169831167,0.088808066242201,-0.644606255435696,0.054221020686217,-0.258589781393153,0.168194415792174,0.034071341242118,0.070928489074432,-0.903458572825753,-2.08601837816233,-0.158738656544653,0.034216968661444,-0.179495785047439,-0.010473640852509,0.008208176669311,-0.339617192306354,-0.105873297871012,-0.031896551904629,0.067967681442416,0.065097124752663,-0.104646047669104,0.075409695944181,-0.310738914466978,-0.044867220823383,-0.154921874592054,0.017814456527992,-0.041392172746855,-0.193807035238178,0.065737668469265,0.127718710910854,-0.156679639998301,-0.076161981817111,-0.490846473257159,-0.000853436825719,-0.116734795712424,-0.317239498354484,-1.0878325423315,0.04232187110405,-0.027086027286557,-0.67288972852113,-0.048668631793297,0.162314383092369,-0.049702251499784,0.067840628951747,-0.026470466224004,0.127039842060731,-0.071392869099106,-0.850943854283666,0.07979661551377,-0.251969446943956,0.034250578476049,-0.281206193096644,-0.013572826153703,-0.035938057868325,-0.047131946564299,-0.095816215128099,-1.0196829507609,0.078802280038973,-0.359382136431211,0.078130270354922,0.08216638287256,-0.044094490146753,0.044758073414211,0.4683111497029,-0.187451877349172,-0.16777416206701,-0.825028749114201,-0.029625169301713,-0.138256931873731,-0.125353570216277,0.126241954832107,0.017150171922353,0.091589574507059,-0.106025421135979,0.149158057324495,0.08728201509018,0.04363659425542,-0.006934405980374,-0.041773679154822,-0.2006643293501,-1.96190206428907,0.122228623851119,-0.092275242896238,-0.025228713308074,-1.12081989596464,0.077586030612047,0.136386965228426,-0.198789632025544,0.052633654136389,-0.112671205352378,-1.36733148266614,0.030125204951062,-0.021384150281976,0.091251944571644,-0.087293544574238,0.03879909775349,-0.076336880366097,-0.066867903601032
ACH-001433,-0.164926307885158,0.068056225545024,0.001300881649114,0.107790825961972,-0.244117944209016,-0.122137186771667,-0.439424793762508,0.043294974305871,0.024163392174828,-0.006314063221155,-1.05700271117307,-1.89711151146808,0.051691831931569,-0.00274105927917,-0.086813503446162,-0.025936886228113,-0.143649969644203,-0.486215919485232,0.005677364163729,-0.135032568787588,0.072313709901834,0.048274836543265,-0.143228678654738,0.089875146959285,-0.222150618150991,-0.052971738872828,-0.405901754253764,0.053250051158146,0.091841986958676,-0.131931978347103,-0.01756479312404,0.029652495408693,0.041141039837095,-0.06768883082457,-0.058490921367328,0.142152411167462,-0.271764365151136,-0.373819229799084,-0.86634515064142,0.020583629429337,-0.052143563739572,-0.373224461277326,-0.12341805047308,-0.0046020975579,0.123562459141827,-0.066054219389457,-0.016979622754563,0.012461215302491,-0.075257067191978,-1.20240753563539,0.037129293916183,-0.107996440296354,-0.153657806909293,-0.064775405011376,-0.030674597725127,0.026647340006895,-0.012992161430347,-0.155890611724072,-1.72888957470153,0.049971452016504,-0.390672776537,0.041041600779937,-0.024069357061615,-0.061539367230329,0.095602249906987,0.2786537191673,-0.055250181397883,-0.166443230354825,-0.772264886289356,-0.028900370475669,-0.263260366775331,-0.374321226012636,0.07247402683629,-0.052297705577007,-0.00879279338198,-0.051621918326785,-0.008413990391218,0.051170031767348,-0.127922312809739,0.229035620926557,0.03123454136411,-0.391048741115314,-2.21223504626446,0.22651183375884,0.020363347746887,-0.231589236667263,-0.840017172948288,-0.026462186799407,0.166472657606277,-0.046498058233199,-0.002973637297554,-0.043823156000994,-1.17014044327581,0.055262015554731,0.043545994439535,0.055003912639541,-0.00178198727361,0.080395049178637,0.070404499223388,-0.242794992502636
